Process,"Insp. Date",PN,LN,Item,Avg,Max,Min,Range,Std.,CPK,Emp#,MC#,Material,M.LN,LSL,CSL,USL,XCL,XUCL,XLCL,RUCL
"Glass Printing",06/12/2023,501243,200458-1,"Glass Thickness 1",.050,.052,.049,.003,.001,3.22,S1111,"A 1",LS-1320,12R,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",06/12/2023,501243,200458-1,"Glass Thickness 2",.080,.083,.077,.007,.002,1.38,S1111,"A 1",LS-1320,12R,.071,.088,.105,.088,.101,.075,.041
Tooling,29/11/2023,600526,23Y003-0,"Ceramic Length",3.099,3.150,3.050,.100,.032,.51,S3126,20,NA-304B,1234,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,29/11/2023,600526,23Y003-0,"Ceramic Length",2.838,3.190,.090,3.100,.913,-.08,S3126,20,NA-304B,1234,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,29/11/2023,600526,23Y003-0,"Ceramic Width",2.397,2.450,2.330,.120,.039,.41,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,29/11/2023,600526,23Y003-0,"Ceramic Width",2.385,2.410,2.350,.060,.024,.48,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,29/11/2023,600526,23Y003-0,"Ceramic Width",2.384,2.440,2.340,.100,.032,.35,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,29/11/2023,600526,23Y002-0,"Ceramic Width",2.395,2.430,2.350,.080,.029,.52,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,29/11/2023,600526,23Y001-0,"Ceramic Length",3.101,3.108,3.093,.015,.005,3.16,S3126,20,NA-304B,1234,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,29/11/2023,600526,23Y001-0,"Ceramic Width",2.402,2.408,2.394,.014,.005,3.16,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,29/11/2023,600526,23Y001-0,"Ceramic Thickness",.258,.262,.253,.009,.003,4.11,S3126,20,NA-304B,1234,.200,.250,.300,.257,.272,.241,.031
"Glass Printing",22/11/2023,501229,Test-43,"Glass Thickness 2",.057,.065,.048,.018,.006,1.00,Test-43,"A 1",LS-1320,Test-43,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",22/11/2023,501229,Test-43,"Glass Thickness 1",.029,.030,.023,.008,.002,1.15,Test-43,"A 1",LS-1320,Test-43,.021,.030,.039,.030,.035,.025,.009
"Glass Printing",16/11/2023,501243,Test,"Glass Thickness 1",.049,.053,.036,.017,.005,.67,Test,"A 1",LS-1320,Test,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,501243,23X161-1,"Glass Thickness 1",.049,.050,.038,.012,.004,.91,S3064,"A 2",LS-1320/MK,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,501243,23X161-1,"Glass Thickness 2",.089,.093,.085,.008,.002,2.67,S3064,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X156-2,"Glass Thickness 2",.089,.093,.085,.008,.003,1.78,S3064,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X157-2,"Glass Thickness 2",.084,.090,.079,.012,.004,1.08,S2897,"CC 5",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X005-2,"Glass Thickness 2",.088,.092,.085,.006,.002,2.83,S3064,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X162-1,"Glass Thickness 2",.084,.090,.080,.010,.003,1.44,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X158-1,"Glass Thickness 2",.088,.091,.086,.004,.001,5.67,S2897,"CC 5",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,500917,23X014-2,"Glass Thickness 2",.110,.120,.098,.022,.006,1.11,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X012-1,"Glass Thickness 2",.104,.115,.094,.022,.007,.67,S3311,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X012-2,"Glass Thickness 2",.104,.115,.096,.019,.006,.78,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,501186,23X005-1,"Glass Thickness 2",.092,.097,.087,.010,.003,1.44,S3046,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501229,23X077-2,"Glass Thickness 2",.053,.058,.048,.011,.003,2.00,S0597,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X077-1,"Glass Thickness 2",.054,.057,.052,.005,.002,3.17,S2920,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501243,23X156-1,"Glass Thickness 2",.090,.091,.086,.005,.002,2.50,S3064,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X158-2,"Glass Thickness 2",.090,.093,.088,.006,.002,2.50,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X164-2,"Glass Thickness 2",.095,.099,.086,.014,.004,.83,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X161-2,"Glass Thickness 2",.083,.088,.079,.008,.003,1.33,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,239248-2,"Glass Thickness 2",.094,.105,.083,.021,.006,.61,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,238023-2,"Glass Thickness 2",.088,.092,.082,.011,.003,1.89,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X164-1,"Glass Thickness 2",.089,.096,.084,.012,.005,1.07,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X136-2,"Glass Thickness 2",.094,.104,.085,.019,.006,.61,S3309,"A 2",LS-1320,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501243,23X162-2,"Glass Thickness 2",.083,.085,.080,.006,.002,2.00,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X006-1,"Glass Thickness 2",.088,.094,.085,.008,.003,1.89,S3047,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X007-1,"Glass Thickness 2",.082,.085,.080,.005,.002,1.83,S3047,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X006-2,"Glass Thickness 2",.082,.084,.079,.005,.002,1.83,S3047,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X006-2,"Glass Thickness 1",.043,.046,.041,.006,.002,2.18,S3047,"A 1",LS-1320/MK,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,501186,23X007-2,"Glass Thickness 2",.087,.091,.082,.009,.003,1.78,S3047,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501229,23X079-0,"Glass Thickness 2",.057,.065,.048,.018,.006,.00,S0597,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X079-0,"Glass Thickness 2",.057,.065,.048,.018,.006,1.00,S0597,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X078-0,"Glass Thickness 2",.055,.061,.047,.014,.004,.17,S0597,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501204,23X001-0,"Glass Thickness 2",.054,.060,.046,.014,.005,1.27,S2884,"CC 13",LS-1320/MK,2305151,.035,.055,.075,.056,.064,.048,.025
"Glass Printing",14/11/2023,500917,23X014-1,"Glass Thickness 2",.108,.121,.095,.026,.008,.75,S3311,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,1C0001-50,237022-1,"Glass Thickness 2",.107,.118,.097,.022,.006,.94,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,1C0001-50,235007-2,"Glass Thickness 2",.106,.118,.095,.023,.007,.76,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,1C0001-50,237021-2,"Glass Thickness 2",.104,.111,.098,.013,.004,1.17,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,501186,23X002-2,"Glass Thickness 2",.086,.090,.083,.007,.002,2.50,S3047,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X002-2,"Glass Thickness 1",.043,.045,.040,.005,.002,1.61,S3047,"A 1",LS-1320/MK,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,501186,23X001-2,"Glass Thickness 2",.088,.093,.085,.008,.002,2.83,S0165,"CC 5",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X002-1,"Glass Thickness 2",.088,.093,.085,.008,.003,1.89,S0165,"CC 5",LS-1320,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X002-1,"Glass Thickness 1",.047,.050,.040,.010,.005,.87,S0165,"CC 5",LS-1320,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,501186,23X001-1,"Glass Thickness 2",.089,.095,.081,.014,.004,1.33,S0165,"CC 5",LS-1320,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,500559,23X008-0,"Glass Thickness 2",.104,.109,.100,.010,.003,2.11,S2884,"CC 3",LS-1320,2305151,.085,.105,.125,.102,.125,.078,.048
"Glass Printing",14/11/2023,500559,23X007-0,"Glass Thickness 2",.109,.116,.102,.014,.005,1.07,S2884,"CC 3",LS-1320/MK,2305151,.085,.105,.125,.102,.125,.078,.048
"Glass Printing",14/11/2023,501229,23X072-1,"Glass Thickness 2",.048,.053,.044,.009,.002,.17,S0597,"CC 6",LS-1320/MK,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X072-2,"Glass Thickness 2",.050,.053,.043,.010,.003,.33,S0597,"CC 6",LS-1320,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,500917,23X008-0,"Glass Thickness 2",.104,.113,.097,.016,.005,.93,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X007-0,"Glass Thickness 2",.110,.116,.100,.016,.004,1.67,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,501243,23X153-1,"Glass Thickness 2",.091,.095,.087,.008,.002,2.33,S0165,"CC 5",LS-1320,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501229,23X075-0,"Glass Thickness 2",.052,.056,.046,.010,.004,.42,S2920,"CC 6",LS-1320,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X074-0,"Glass Thickness 2",.054,.056,.051,.005,.002,.50,S0597,"CC 6",LS-1320,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X076-0,"Glass Thickness 2",.053,.060,.048,.012,.004,.33,S2920,"CC 6",LS-1320,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501229,23X073-0,"Glass Thickness 2",.053,.064,.043,.021,.006,.22,S0597,"CC 6",LS-1320,2305151,.035,.050,.075,.055,.063,.048,.031
"Glass Printing",14/11/2023,501186,23X004-2,"Glass Thickness 2",.089,.092,.087,.005,.001,5.33,S0165,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X004-2,"Glass Thickness 1",.045,.050,.040,.010,.004,1.06,S0165,"A 1",LS-1320/MK,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",14/11/2023,500917,23X013-0,"Glass Thickness 2",.108,.124,.099,.025,.008,.75,S3350,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X011-0,"Glass Thickness 2",.110,.131,.095,.036,.011,.61,S3311,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X010-1,"Glass Thickness 2",.109,.130,.093,.037,.011,.58,S3311,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X009-0,"Glass Thickness 2",.104,.110,.098,.013,.004,1.17,S3311,"CC 7",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,500917,23X010-2,"Glass Thickness 2",.109,.120,.095,.025,.008,.79,S3046,"CC 10",LS-1320,2305151,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/11/2023,501186,23X004-1,"Glass Thickness 2",.085,.089,.080,.008,.003,1.56,S3046,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",14/11/2023,501186,23X004-1,"Glass Thickness 1",.044,.050,.040,.010,.003,1.26,S3046,"A 2",LS-1320/MK,2305151,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",10/11/2023,501243,23X157-1,"Glass Thickness 2",.083,.090,.079,.011,.004,1.00,S2897,"CC 5",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X159-0,"Glass Thickness 2",.084,.090,.077,.013,.003,1.44,S3046,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X155-1,"Glass Thickness 2",.085,.089,.080,.008,.003,1.56,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X155-2,"Glass Thickness 2",.085,.090,.077,.012,.004,1.17,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X155-2,"Glass Thickness 2",.085,.090,.077,.012,.004,1.17,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X160-0,"Glass Thickness 2",.094,.100,.087,.013,.004,.92,S3046,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X160-0,"Glass Thickness 2",.094,.100,.087,.013,.004,.92,S3046,"A 1",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X154-2,"Glass Thickness 2",.082,.093,.075,.018,.007,.52,S3309,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X152-2,"Glass Thickness 2",.092,.105,.078,.027,.009,.48,S3064,"A 2",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",10/11/2023,501243,23X152-1,"Glass Thickness 2",.085,.094,.078,.017,.006,.78,S2897,"CC 5",LS-1320/MK,2305151,.071,.088,.105,.088,.101,.075,.041
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 1 (Long)",.050,.052,.048,.004,.002,1.83,S3139,"RE 3","TECHSEAL 8200-FC",307020,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 1 (Short)",.045,.049,.040,.009,.003,1.44,S3139,"RE 3","TECHSEAL 8200-FC",307020,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 1 (Short)",.045,.049,.040,.009,.003,1.44,S3139,"RE 3","TECHSEAL 8200-FC",307020,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 2 (Short)",.079,.082,.077,.005,.002,.67,S3139,"RE 3","TECHSEAL 8200-FC",307020,.075,.085,.095,.080,.085,.075,.040
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 2 (Long)",.087,.090,.085,.005,.002,4.33,S3139,"RE 3","TECHSEAL 8200-FC",307020,.061,.087,.113,.087,.092,.082,.026
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 3 (Long)",.130,.131,.128,.003,.001,5.00,S3139,"RE 3","TECHSEAL 8200-FC",307020,.115,.135,.155,.130,.135,.125,.040
"Resin Printing",09/11/2023,1R0006-50,23X001-1,"Resin Thickness 4 (Partial)",.142,.145,.140,.004,.002,2.00,S3139,"RE 3","TECHSEAL 8200-FC",307020,.130,.150,.170,.143,.148,.138,.040
"Glass Printing",09/11/2023,501186,224031-2,"Glass Thickness 1",.046,.050,.040,.010,.004,1.08,S3047,"A 1",LS-1320/MK,2111091,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",09/11/2023,501186,224031-2,"Glass Thickness 2",.089,.095,.080,.015,.005,1.07,S3047,"A 1",LS-1320/MK,2111091,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",09/11/2023,501186,224031-2,"Glass Thickness 2",.089,.090,.085,.005,.002,2.67,S3047,"A 1",LS-1320/MK,2111091,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",09/11/2023,501186,224030-2,"Glass Thickness 1",.048,.050,.040,.010,.003,1.22,S3047,"A 1",LS-1320/MK,2111091,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",09/11/2023,501186,224030-2,"Glass Thickness 2",.089,.090,.085,.005,.002,2.67,S3047,"A 1",LS-1320/MK,2111091,.071,.088,.105,.088,.101,.075,.041
Tooling,06/11/2023,600526,22X298-0,"Ceramic Length",3.094,3.100,3.082,.018,.006,2.52,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,06/11/2023,600526,22X298-0,"Ceramic Width",2.393,2.397,2.389,.008,.003,5.25,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,06/11/2023,600526,22X298-0,"Ceramic Thickness",.267,.270,.264,.006,.002,6.72,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,"237176-0		","Ceramic Length",3.104,3.112,3.096,.016,.005,3.11,S3334,23,NA-304B,1334,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,"237176-0		","Ceramic Width",2.401,2.407,2.392,.015,.005,3.09,S3334,23,NA-304B,1334,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,"237176-0		","Ceramic Thickness",.254,.258,.250,.008,.003,6.13,S3334,23,NA-304B,1334,.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,"237197-0		","Ceramic Width",2.401,2.410,2.394,.016,.006,2.68,"S3055		",23,NA-304B,123009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,"237208-0		","Ceramic Width",2.405,2.411,2.394,.017,.006,2.44,S3055,23,NA-304B,123009,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X276-0,"Ceramic Length",3.113,3.123,3.103,.020,.007,1.86,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X276-0,"Ceramic Width",2.412,2.421,2.404,.017,.006,2.26,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X276-0,"Ceramic Thickness",.264,.271,.260,.011,.003,3.57,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,237222-0,"Ceramic Width",2.411,2.419,2.401,.018,.006,2.10,S3055,23,NA-304B,12320,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X266-0,"Ceramic Length",3.108,3.121,3.097,.024,.007,2.00,S3334,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X266-0,"Ceramic Width",2.406,2.414,2.398,.016,.005,2.79,S3334,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X266-0,"Ceramic Thickness",.263,.267,.258,.009,.003,3.78,S3334,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,237225-0,"Ceramic Width",2.400,2.406,2.393,.013,.004,4.73,"S3299		",23,NA-304B,101920,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X256-0,"Ceramic Length",3.104,3.110,3.096,.014,.004,3.49,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X256-0,"Ceramic Width",2.401,2.414,2.395,.019,.005,3.05,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X256-0,"Ceramic Thickness",.259,.266,.251,.015,.005,2.87,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X211-0,"Ceramic Length",3.103,3.122,3.089,.033,.011,1.38,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X211-0,"Ceramic Thickness",.262,.265,.256,.009,.003,4.41,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X211-0,"Ceramic Width",2.400,2.413,2.391,.022,.008,2.02,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X211-0,"Ceramic Width",2.400,2.413,2.391,.022,.008,2.02,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X194-0,"Ceramic Length",3.109,3.126,3.093,.033,.008,1.72,VN00019,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X194-0,"Ceramic Width",2.406,2.423,2.393,.030,.008,1.94,VN00019,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X194-0,"Ceramic Thickness",.266,.272,.259,.013,.004,3.14,VN00019,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X183-0,"Ceramic Length",3.103,3.116,3.089,.027,.009,1.78,S3063,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X183-0,"Ceramic Width",2.398,2.409,2.386,.023,.008,1.94,S3063,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X183-0,"Ceramic Thickness",.257,.264,.251,.013,.005,3.18,S3063,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X168-0,"Ceramic Length",3.109,3.128,3.100,.028,.008,1.68,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X168-0,"Ceramic Width",2.407,2.422,2.397,.025,.007,2.00,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X168-0,"Ceramic Thickness",.267,.272,.259,.013,.004,2.88,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X161-0,"Ceramic Length",3.112,3.133,3.104,.029,.008,1.56,S3299,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X161-0,"Ceramic Width",2.408,2.423,2.398,.025,.007,1.88,S3299,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X161-0,"Ceramic Thickness",.263,.268,.259,.009,.003,4.09,S3299,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X150-0,"Ceramic Length",3.111,3.127,3.102,.025,.009,1.46,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X150-0,"Ceramic Width",2.408,2.423,2.399,.024,.009,1.66,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X150-0,"Ceramic Thickness",.266,.270,.258,.012,.003,3.30,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X138-0,"Ceramic Length",3.105,3.120,3.093,.027,.008,1.80,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X138-0,"Ceramic Width",2.405,2.416,2.393,.023,.006,2.52,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X138-0,"Ceramic Thickness",.259,.264,.254,.010,.004,3.84,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,22X126-0,"Ceramic Length",3.107,3.123,3.100,.023,.008,1.87,S3347,18,NA-304B,"Test 1",3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,22X126-0,"Ceramic Width",2.406,2.419,2.397,.022,.007,2.07,S3347,18,NA-304B,"Test 1",2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,22X126-0,"Ceramic Thickness",.263,.267,.258,.009,.003,4.24,S3347,18,NA-304B,"Test 1",.200,.250,.300,.257,.272,.241,.031
Tooling,02/11/2023,600526,238307-0,"Ceramic Length",3.089,3.098,3.080,.018,.006,2.30,S3299,23,NA-304B,119099,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,02/11/2023,600526,238307-0,"Ceramic Width",2.392,2.397,2.384,.013,.004,3.21,S3299,23,NA-304B,119099,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,02/11/2023,600526,238307-0,"Ceramic Thickness",.255,.261,.247,.014,.004,3.64,S3299,23,NA-304B,119099,.200,.250,.300,.257,.272,.241,.031
